Municipio		Superficie		Autonomía		CP		Provincia		CPJ		Partido_Judicial
Barracas		42,15		Comunidad Valenciana		12		Castellón/Castelló		1202		Segorbe
Betxí		21,44		Comunidad Valenciana		12		Castellón/Castelló		1204		Nules
Bejís		42,35		Comunidad Valenciana		12		Castellón/Castelló		1202		Segorbe
Benafer		17,03		Comunidad Valenciana		12		Castellón/Castelló		1202		Segorbe
Benafigos		35,60		Comunidad Valenciana		12		Castellón/Castelló		1201		Castellón de la Plana
Benasal		79,58		Comunidad Valenciana		12		Castellón/Castelló		1201		Castellón de la Plana
Benicarló		47,86		Comunidad Valenciana		12		Castellón/Castelló		1203		Vinaròs
Benicasim/Benicàssim		36,10		Comunidad Valenciana		12		Castellón/Castelló		1201		Castellón de la Plana
Benlloch		43,52		Comunidad Valenciana		12		Castellón/Castelló		1201		Castellón de la Plana
Borriol		60,95		Comunidad Valenciana		12		Castellón/Castelló		1201		Castellón de la Plana
Borriana/Burriana		46,99		Comunidad Valenciana		12		Castellón/Castelló		1205		Vila-real
Cabanes		131,64		Comunidad Valenciana		12		Castellón/Castelló		1201		Castellón de la Plana
Càlig		27,50		Comunidad Valenciana		12		Castellón/Castelló		1203		Vinaròs
Canet lo Roig		68,68		Comunidad Valenciana		12		Castellón/Castelló		1203		Vinaròs
Castell de Cabres		30,72		Comunidad Valenciana		12		Castellón/Castelló		1203		Vinaròs
Castellfort		66,74		Comunidad Valenciana		12		Castellón/Castelló		1203		Vinaròs
Castellnovo		19,20		Comunidad Valenciana		12		Castellón/Castelló		1202		Segorbe
Castellón de la Plana/Castelló de la Plana		108,78		Comunidad Valenciana		12		Castellón/Castelló		1201		Castellón de la Plana
Castillo de Villamalefa		37,74		Comunidad Valenciana		12		Castellón/Castelló		1201		Castellón de la Plana
Catí		102,35		Comunidad Valenciana		12		Castellón/Castelló		1203		Vinaròs
Caudiel		62,38		Comunidad Valenciana		12		Castellón/Castelló		1202		Segorbe
Cervera del Maestre		93,24		Comunidad Valenciana		12		Castellón/Castelló		1203		Vinaròs
Cinctorres		35,06		Comunidad Valenciana		12		Castellón/Castelló		1203		Vinaròs
Cirat		41,10		Comunidad Valenciana		12		Castellón/Castelló		1204		Nules
Cortes de Arenoso		80,59		Comunidad Valenciana		12		Castellón/Castelló		1201		Castellón de la Plana
Costur		21,93		Comunidad Valenciana		12		Castellón/Castelló		1201		Castellón de la Plana
Coves de Vinromà, les		136,44		Comunidad Valenciana		12		Castellón/Castelló		1201		Castellón de la Plana
Culla		116,30		Comunidad Valenciana		12		Castellón/Castelló		1201		Castellón de la Plana
Chert/Xert		82,51		Comunidad Valenciana		12		Castellón/Castelló		1203		Vinaròs
Chilches/Xilxes		13,58		Comunidad Valenciana		12		Castellón/Castelló		1204		Nules
Chodos/Xodos		44,27		Comunidad Valenciana		12		Castellón/Castelló		1201		Castellón de la Plana
Chóvar		18,31		Comunidad Valenciana		12		Castellón/Castelló		1202		Segorbe
Eslida		18,13		Comunidad Valenciana		12		Castellón/Castelló		1204		Nules
Espadilla		11,96		Comunidad Valenciana		12		Castellón/Castelló		1204		Nules
Fanzara		34,98		Comunidad Valenciana		12		Castellón/Castelló		1204		Nules
Figueroles		12,09		Comunidad Valenciana		12		Castellón/Castelló		1201		Castellón de la Plana
Forcall		39,21		Comunidad Valenciana		12		Castellón/Castelló		1203		Vinaròs
Fuente la Reina		7,50		Comunidad Valenciana		12		Castellón/Castelló		1202		Segorbe
Fuentes de Ayódar		10,98		Comunidad Valenciana		12		Castellón/Castelló		1204		Nules
Gaibiel		18,08		Comunidad Valenciana		12		Castellón/Castelló		1202		Segorbe
Geldo		0,56		Comunidad Valenciana		12		Castellón/Castelló		1202		Segorbe
Herbés		27,12		Comunidad Valenciana		12		Castellón/Castelló		1203		Vinaròs
Higueras		11,84		Comunidad Valenciana		12		Castellón/Castelló		1202		Segorbe
Jana, la		19,50		Comunidad Valenciana		12		Castellón/Castelló		1203		Vinaròs
Jérica		78,28		Comunidad Valenciana		12		Castellón/Castelló		1202		Segorbe
Lucena del Cid		137,04		Comunidad Valenciana		12		Castellón/Castelló		1201		Castellón de la Plana
Ludiente		31,35		Comunidad Valenciana		12		Castellón/Castelló		1201		Castellón de la Plana
Llosa, la		10,03		Comunidad Valenciana		12		Castellón/Castelló		1204		Nules
Mata de Morella, la		15,16		Comunidad Valenciana		12		Castellón/Castelló		1203		Vinaròs
Matet		14,89		Comunidad Valenciana		12		Castellón/Castelló		1202		Segorbe
Moncofa		14,53		Comunidad Valenciana		12		Castellón/Castelló		1204		Nules
Montán		34,10		Comunidad Valenciana		12		Castellón/Castelló		1202		Segorbe
Montanejos		37,80		Comunidad Valenciana		12		Castellón/Castelló		1202		Segorbe
Morella		413,54		Comunidad Valenciana		12		Castellón/Castelló		1203		Vinaròs
Navajas		7,89		Comunidad Valenciana		12		Castellón/Castelló		1202		Segorbe
Nules		50,53		Comunidad Valenciana		12		Castellón/Castelló		1204		Nules
Olocau del Rey		43,98		Comunidad Valenciana		12		Castellón/Castelló		1203		Vinaròs
Onda		108,42		Comunidad Valenciana		12		Castellón/Castelló		1204		Nules
Oropesa del Mar/Orpesa		26,42		Comunidad Valenciana		12		Castellón/Castelló		1201		Castellón de la Plana
Palanques		14,32		Comunidad Valenciana		12		Castellón/Castelló		1203		Vinaròs
Pavías		14,41		Comunidad Valenciana		12		Castellón/Castelló		1202		Segorbe
Peníscola/Peñíscola		78,97		Comunidad Valenciana		12		Castellón/Castelló		1203		Vinaròs
Pina de Montalgrao		31,60		Comunidad Valenciana		12		Castellón/Castelló		1202		Segorbe
Portell de Morella		49,40		Comunidad Valenciana		12		Castellón/Castelló		1203		Vinaròs
Puebla de Arenoso		42,53		Comunidad Valenciana		12		Castellón/Castelló		1202		Segorbe
Pobla de Benifassà, la		136,00		Comunidad Valenciana		12		Castellón/Castelló		1203		Vinaròs
Pobla Tornesa, la		25,81		Comunidad Valenciana		12		Castellón/Castelló		1201		Castellón de la Plana
Ribesalbes		8,55		Comunidad Valenciana		12		Castellón/Castelló		1204		Nules
Rossell		74,93		Comunidad Valenciana		12		Castellón/Castelló		1203		Vinaròs
Sacañet		30,50		Comunidad Valenciana		12		Castellón/Castelló		1202		Segorbe
Salzadella, la		49,92		Comunidad Valenciana		12		Castellón/Castelló		1203		Vinaròs
Sant Jordi/San Jorge		36,49		Comunidad Valenciana		12		Castellón/Castelló		1203		Vinaròs
Sant Mateu		64,62		Comunidad Valenciana		12		Castellón/Castelló		1203		Vinaròs
San Rafael del Río		21,15		Comunidad Valenciana		12		Castellón/Castelló		1203		Vinaròs
Santa Magdalena de Pulpis		66,49		Comunidad Valenciana		12		Castellón/Castelló		1203		Vinaròs
Sarratella		18,81		Comunidad Valenciana		12		Castellón/Castelló		1201		Castellón de la Plana
Segorbe		106,08		Comunidad Valenciana		12		Castellón/Castelló		1202		Segorbe
Sierra Engarcerán		81,98		Comunidad Valenciana		12		Castellón/Castelló		1201		Castellón de la Plana
Soneja		29,10		Comunidad Valenciana		12		Castellón/Castelló		1202		Segorbe
Sot de Ferrer		8,64		Comunidad Valenciana		12		Castellón/Castelló		1202		Segorbe
Sueras/Suera		22,22		Comunidad Valenciana		12		Castellón/Castelló		1204		Nules
Tales		14,53		Comunidad Valenciana		12		Castellón/Castelló		1204		Nules
Teresa		19,89		Comunidad Valenciana		12		Castellón/Castelló		1202		Segorbe
Tírig		42,34		Comunidad Valenciana		12		Castellón/Castelló		1203		Vinaròs
Todolella		34,03		Comunidad Valenciana		12		Castellón/Castelló		1203		Vinaròs
Toga		13,52		Comunidad Valenciana		12		Castellón/Castelló		1204		Nules
Torás		16,78		Comunidad Valenciana		12		Castellón/Castelló		1202		Segorbe
Toro, El		109,95		Comunidad Valenciana		12		Castellón/Castelló		1202		Segorbe
Torralba del Pinar		21,19		Comunidad Valenciana		12		Castellón/Castelló		1204		Nules
Torreblanca		29,79		Comunidad Valenciana		12		Castellón/Castelló		1201		Castellón de la Plana
Torrechiva		11,85		Comunidad Valenciana		12		Castellón/Castelló		1204		Nules
Torre dEn Besora, la		11,87		Comunidad Valenciana		12		Castellón/Castelló		1201		Castellón de la Plana
Torre den Doménec, la		3,19		Comunidad Valenciana		12		Castellón/Castelló		1201		Castellón de la Plana
Traiguera		59,76		Comunidad Valenciana		12		Castellón/Castelló		1203		Vinaròs
Useras/Useres, les		80,69		Comunidad Valenciana		12		Castellón/Castelló		1201		Castellón de la Plana
Vallat		5,01		Comunidad Valenciana		12		Castellón/Castelló		1204		Nules
Vall dAlba		52,92		Comunidad Valenciana		12		Castellón/Castelló		1201		Castellón de la Plana
Vall de Almonacid		21,12		Comunidad Valenciana		12		Castellón/Castelló		1202		Segorbe
Vall dUixó, la		67,08		Comunidad Valenciana		12		Castellón/Castelló		1204		Nules
Vallibona		91,37		Comunidad Valenciana		12		Castellón/Castelló		1203		Vinaròs
Vilafamés		70,40		Comunidad Valenciana		12		Castellón/Castelló		1201		Castellón de la Plana
Villafranca del Cid/Vilafranca		93,85		Comunidad Valenciana		12		Castellón/Castelló		1201		Castellón de la Plana
Villahermosa del Río		108,88		Comunidad Valenciana		12		Castellón/Castelló		1201		Castellón de la Plana
Villamalur		19,47		Comunidad Valenciana		12		Castellón/Castelló		1204		Nules
Vilanova dAlcolea		68,41		Comunidad Valenciana		12		Castellón/Castelló		1201		Castellón de la Plana
Villanueva de Viver		5,95		Comunidad Valenciana		12		Castellón/Castelló		1202		Segorbe
Vilar de Canes		15,91		Comunidad Valenciana		12		Castellón/Castelló		1201		Castellón de la Plana
Vila-real		55,12		Comunidad Valenciana		12		Castellón/Castelló		1205		Vila-real
Vilavella, la		6,15		Comunidad Valenciana		12		Castellón/Castelló		1204		Nules
Villores		5,31		Comunidad Valenciana		12		Castellón/Castelló		1203		Vinaròs
Vinaròs		95,46		Comunidad Valenciana		12		Castellón/Castelló		1203		Vinaròs
Vistabella del Maestrazgo		151,00		Comunidad Valenciana		12		Castellón/Castelló		1201		Castellón de la Plana
Viver		49,93		Comunidad Valenciana		12		Castellón/Castelló		1202		Segorbe
Zorita del Maestrazgo		68,83		Comunidad Valenciana		12		Castellón/Castelló		1203		Vinaròs
Zucaina		51,57		Comunidad Valenciana		12		Castellón/Castelló		1201		Castellón de la Plana
Alquerías del Niño Perdido		12,61		Comunidad Valenciana		12		Castellón/Castelló		1204		Nules
Sant Joan de Moró		29,15		Comunidad Valenciana		12		Castellón/Castelló		1201		Castellón de la Plana
Abenójar		423,43		Castilla-La Mancha		13		Ciudad Real		1307		Puertollano
Agudo		229,96		Castilla-La Mancha		13		Ciudad Real		1310		Almadén
Alamillo		67,29		Castilla-La Mancha		13		Ciudad Real		1310		Almadén
Albaladejo		48,94		Castilla-La Mancha		13		Ciudad Real		1306		Villanueva de los Infantes
Alcázar de San Juan		666,78		Castilla-La Mancha		13		Ciudad Real		1301		Alcázar de San Juan
Alcoba		307,10		Castilla-La Mancha		13		Ciudad Real		1302		Ciudad Real
Alcolea de Calatrava		70,79		Castilla-La Mancha		13		Ciudad Real		1302		Ciudad Real
Alcubillas		47,46		Castilla-La Mancha		13		Ciudad Real		1306		Villanueva de los Infantes
Aldea del Rey		154,31		Castilla-La Mancha		13		Ciudad Real		1307		Puertollano
Alhambra		580,25		Castilla-La Mancha		13		Ciudad Real		1306		Villanueva de los Infantes
Almadén		239,64		Castilla-La Mancha		13		Ciudad Real		1310		Almadén
Almadenejos		102,88		Castilla-La Mancha		13		Ciudad Real		1310		Almadén
Almagro		249,74		Castilla-La Mancha		13		Ciudad Real		1309		Almagro
Almedina		55,90		Castilla-La Mancha		13		Ciudad Real		1306		Villanueva de los Infantes
Almodóvar del Campo		1208,27		Castilla-La Mancha		13		Ciudad Real		1307		Puertollano
Almuradiel		66,16		Castilla-La Mancha		13		Ciudad Real		1305		Valdepeñas
Anchuras		231,05		Castilla-La Mancha		13		Ciudad Real		1302		Ciudad Real
Arenas de San Juan		63,09		Castilla-La Mancha		13		Ciudad Real		1303		Daimiel
Argamasilla de Alba		241,82		Castilla-La Mancha		13		Ciudad Real		1308		Tomelloso
Argamasilla de Calatrava		165,94		Castilla-La Mancha		13		Ciudad Real		1307		Puertollano
Arroba de los Montes		61,70		Castilla-La Mancha		13		Ciudad Real		1302		Ciudad Real
Ballesteros de Calatrava		57,83		Castilla-La Mancha		13		Ciudad Real		1302		Ciudad Real
Bolaños de Calatrava		87,89		Castilla-La Mancha		13		Ciudad Real		1309		Almagro
Brazatortas		271,82		Castilla-La Mancha		13		Ciudad Real		1307		Puertollano
Cabezarados		80,36		Castilla-La Mancha		13		Ciudad Real		1307		Puertollano
Cabezarrubias del Puerto		100,59		Castilla-La Mancha		13		Ciudad Real		1307		Puertollano
Calzada de Calatrava		410,94		Castilla-La Mancha		13		Ciudad Real		1309		Almagro
Campo de Criptana		302,41		Castilla-La Mancha		13		Ciudad Real		1301		Alcázar de San Juan
Cañada de Calatrava		29,90		Castilla-La Mancha		13		Ciudad Real		1302		Ciudad Real
Caracuel de Calatrava		9,92		Castilla-La Mancha		13		Ciudad Real		1307		Puertollano
Carrión de Calatrava		95,77		Castilla-La Mancha		13		Ciudad Real		1302		Ciudad Real
Carrizosa		26,04		Castilla-La Mancha		13		Ciudad Real		1306		Villanueva de los Infantes
Castellar de Santiago		95,50		Castilla-La Mancha		13		Ciudad Real		1305		Valdepeñas
Ciudad Real		289,98		Castilla-La Mancha		13		Ciudad Real		1302		Ciudad Real
Corral de Calatrava		148,77		Castilla-La Mancha		13		Ciudad Real		1307		Puertollano
Cortijos, Los		94,89		Castilla-La Mancha		13		Ciudad Real		1302		Ciudad Real
Cózar		64,99		Castilla-La Mancha		13		Ciudad Real		1306		Villanueva de los Infantes
Chillón		207,78		Castilla-La Mancha		13		Ciudad Real		1310		Almadén
Daimiel		438,30		Castilla-La Mancha		13		Ciudad Real		1303		Daimiel
Fernán Caballero		103,96		Castilla-La Mancha		13		Ciudad Real		1302		Ciudad Real
Fontanarejo		76,95		Castilla-La Mancha		13		Ciudad Real		1302		Ciudad Real
Fuencaliente		269,85		Castilla-La Mancha		13		Ciudad Real		1307		Puertollano
Fuenllana		59,96		Castilla-La Mancha		13		Ciudad Real		1306		Villanueva de los Infantes
Fuente el Fresno		119,46		Castilla-La Mancha		13		Ciudad Real		1303		Daimiel
Granátula de Calatrava		152,65		Castilla-La Mancha		13		Ciudad Real		1309		Almagro
Guadalmez		71,99		Castilla-La Mancha		13		Ciudad Real		1310		Almadén
Herencia		226,74		Castilla-La Mancha		13		Ciudad Real		1301		Alcázar de San Juan
Hinojosas de Calatrava		102,52		Castilla-La Mancha		13		Ciudad Real		1307		Puertollano
Horcajo de los Montes		208,44		Castilla-La Mancha		13		Ciudad Real		1302		Ciudad Real
Labores, Las		34,14		Castilla-La Mancha		13		Ciudad Real		1303		Daimiel
Luciana		113,84		Castilla-La Mancha		13		Ciudad Real		1302		Ciudad Real
Malagón		364,80		Castilla-La Mancha		13		Ciudad Real		1302		Ciudad Real
Manzanares		474,22		Castilla-La Mancha		13		Ciudad Real		1304		Manzanares
Membrilla		143,94		Castilla-La Mancha		13		Ciudad Real		1304		Manzanares
Mestanza		370,00		Castilla-La Mancha		13		Ciudad Real		1307		Puertollano
Miguelturra		118,37		Castilla-La Mancha		13		Ciudad Real		1302		Ciudad Real
Montiel		271,29		Castilla-La Mancha		13		Ciudad Real		1306		Villanueva de los Infantes
Moral de Calatrava		188,20		Castilla-La Mancha		13		Ciudad Real		1305		Valdepeñas
Navalpino		196,33		Castilla-La Mancha		13		Ciudad Real		1302		Ciudad Real
Navas de Estena		146,54		Castilla-La Mancha		13		Ciudad Real		1302		Ciudad Real
Pedro Muñoz		101,31		Castilla-La Mancha		13		Ciudad Real		1301		Alcázar de San Juan
Picón		59,57		Castilla-La Mancha		13		Ciudad Real		1302		Ciudad Real
Piedrabuena		565,36		Castilla-La Mancha		13		Ciudad Real		1302		Ciudad Real
Poblete		27,82		Castilla-La Mancha		13		Ciudad Real		1302		Ciudad Real
Porzuna		211,90		Castilla-La Mancha		13		Ciudad Real		1302		Ciudad Real
Pozuelo de Calatrava		99,67		Castilla-La Mancha		13		Ciudad Real		1309		Almagro
Pozuelos de Calatrava, Los		84,00		Castilla-La Mancha		13		Ciudad Real		1307		Puertollano
Puebla de Don Rodrigo		424,87		Castilla-La Mancha		13		Ciudad Real		1310		Almadén
Puebla del Príncipe		33,97		Castilla-La Mancha		13		Ciudad Real		1306		Villanueva de los Infantes
Puerto Lápice		54,85		Castilla-La Mancha		13		Ciudad Real		1301		Alcázar de San Juan
Puertollano		226,74		Castilla-La Mancha		13		Ciudad Real		1307		Puertollano
Retuerta del Bullaque		653,91		Castilla-La Mancha		13		Ciudad Real		1302		Ciudad Real
Saceruela		247,28		Castilla-La Mancha		13		Ciudad Real		1310		Almadén
San Carlos del Valle		57,88		Castilla-La Mancha		13		Ciudad Real		1304		Manzanares
San Lorenzo de Calatrava		105,73		Castilla-La Mancha		13		Ciudad Real		1307		Puertollano
Santa Cruz de los Cáñamos		17,72		Castilla-La Mancha		13		Ciudad Real		1306		Villanueva de los Infantes
Santa Cruz de Mudela		134,60		Castilla-La Mancha		13		Ciudad Real		1305		Valdepeñas
Socuéllamos		374,10		Castilla-La Mancha		13		Ciudad Real		1308		Tomelloso
Solana, La		134,18		Castilla-La Mancha		13		Ciudad Real		1304		Manzanares
Solana del Pino		180,08		Castilla-La Mancha		13		Ciudad Real		1307		Puertollano
Terrinches		55,52		Castilla-La Mancha		13		Ciudad Real		1306		Villanueva de los Infantes
Tomelloso		241,83		Castilla-La Mancha		13		Ciudad Real		1308		Tomelloso
Torralba de Calatrava		101,58		Castilla-La Mancha		13		Ciudad Real		1302		Ciudad Real
Torre de Juan Abad		399,73		Castilla-La Mancha		13		Ciudad Real		1306		Villanueva de los Infantes
Torrenueva		142,15		Castilla-La Mancha		13		Ciudad Real		1305		Valdepeñas
Valdemanco del Esteras		142,46		Castilla-La Mancha		13		Ciudad Real		1310		Almadén
Valdepeñas		487,65		Castilla-La Mancha		13		Ciudad Real		1305		Valdepeñas
Valenzuela de Calatrava		44,08		Castilla-La Mancha		13		Ciudad Real		1309		Almagro
Villahermosa		363,01		Castilla-La Mancha		13		Ciudad Real		1306		Villanueva de los Infantes
Villamanrique		370,00		Castilla-La Mancha		13		Ciudad Real		1306		Villanueva de los Infantes
Villamayor de Calatrava		144,81		Castilla-La Mancha		13		Ciudad Real		1307		Puertollano
Villanueva de la Fuente		129,10		Castilla-La Mancha		13		Ciudad Real		1306		Villanueva de los Infantes
Villanueva de los Infantes		135,06		Castilla-La Mancha		13		Ciudad Real		1306		Villanueva de los Infantes
Villanueva de San Carlos		109,25		Castilla-La Mancha		13		Ciudad Real		1307		Puertollano
Villar del Pozo		13,23		Castilla-La Mancha		13		Ciudad Real		1302		Ciudad Real
Villarrubia de los Ojos		281,86		Castilla-La Mancha		13		Ciudad Real		1303		Daimiel
Villarta de San Juan		66,01		Castilla-La Mancha		13		Ciudad Real		1304		Manzanares
Viso del Marqués		533,20		Castilla-La Mancha		13		Ciudad Real		1305		Valdepeñas
Robledo, El		105,50		Castilla-La Mancha		13		Ciudad Real		1302		Ciudad Real
